Iteration 0: Weight 0; Strategy Change = 0.131378
Iteration 1936: Weight 1922.35; Strategy Change = 5.80957e-11
Iteration 1937: Weight 1923.35; Strategy Change = 5.80063e-11
Iteration 1938: Weight 1924.35; Strategy Change = 5.79171e-11
Iteration 1939: Weight 1925.35; Strategy Change = 5.78281e-11
Iteration 1940: Weight 1926.35; Strategy Change = 5.77393e-11
Iteration 1941: Weight 1927.35; Strategy Change = 5.76507e-11
Iteration 1942: Weight 1928.35; Strategy Change = 5.75622e-11
Iteration 1943: Weight 1929.34; Strategy Change = 5.74739e-11
Iteration 1944: Weight 1930.34; Strategy Change = 5.73858e-11
Iteration 1945: Weight 1931.34; Strategy Change = 5.72979e-11
Iteration 1946: Weight 1932.34; Strategy Change = 5.72102e-11
Iteration 1947: Weight 1933.34; Strategy Change = 5.71226e-11
Iteration 1948: Weight 1934.34; Strategy Change = 5.70352e-11
Iteration 1949: Weight 1935.34; Strategy Change = 5.6948e-11
Iteration 1950: Weight 1936.34; Strategy Change = 5.6861e-11
Iteration 1951: Weight 1937.34; Strategy Change = 5.67742e-11
Iteration 1952: Weight 1938.34; Strategy Change = 5.66875e-11
Iteration 1953: Weight 1939.33; Strategy Change = 5.6601e-11
Iteration 1954: Weight 1940.33; Strategy Change = 5.65147e-11
Iteration 1955: Weight 1941.33; Strategy Change = 5.64286e-11
Iteration 1956: Weight 1942.33; Strategy Change = 5.63426e-11
Iteration 1957: Weight 1943.33; Strategy Change = 5.62568e-11
Iteration 1958: Weight 1944.33; Strategy Change = 5.61712e-11
Iteration 1959: Weight 1945.33; Strategy Change = 5.60857e-11
Iteration 1960: Weight 1946.33; Strategy Change = 5.60005e-11
Iteration 1961: Weight 1947.33; Strategy Change = 5.59154e-11
Iteration 1962: Weight 1948.33; Strategy Change = 5.58304e-11
Iteration 1963: Weight 1949.32; Strategy Change = 5.57457e-11
Iteration 1964: Weight 1950.32; Strategy Change = 5.56611e-11
Iteration 1965: Weight 1951.32; Strategy Change = 5.55767e-11
Iteration 1966: Weight 1952.32; Strategy Change = 5.54924e-11
Iteration 1967: Weight 1953.32; Strategy Change = 5.54084e-11
Iteration 1968: Weight 1954.32; Strategy Change = 5.53245e-11
Iteration 1969: Weight 1955.32; Strategy Change = 5.52407e-11
Iteration 1970: Weight 1956.32; Strategy Change = 5.51572e-11
Iteration 1971: Weight 1957.32; Strategy Change = 5.50738e-11
Iteration 1972: Weight 1958.31; Strategy Change = 5.49905e-11
Iteration 1973: Weight 1959.31; Strategy Change = 5.49075e-11
Iteration 1974: Weight 1960.31; Strategy Change = 5.48246e-11
Iteration 1975: Weight 1961.31; Strategy Change = 5.47418e-11
Iteration 1976: Weight 1962.31; Strategy Change = 5.46593e-11
Iteration 1977: Weight 1963.31; Strategy Change = 5.45769e-11
Iteration 1978: Weight 1964.31; Strategy Change = 5.44947e-11
Iteration 1979: Weight 1965.31; Strategy Change = 5.44126e-11
Iteration 1980: Weight 1966.31; Strategy Change = 5.43307e-11
Iteration 1981: Weight 1967.31; Strategy Change = 5.4249e-11
Iteration 1982: Weight 1968.3; Strategy Change = 5.41674e-11
Iteration 1983: Weight 1969.3; Strategy Change = 5.4086e-11
Iteration 1984: Weight 1970.3; Strategy Change = 5.40047e-11
Iteration 1985: Weight 1971.3; Strategy Change = 5.39236e-11
Iteration 1986: Weight 1972.3; Strategy Change = 5.38427e-11
Iteration 1987: Weight 1973.3; Strategy Change = 5.3762e-11
Iteration 1988: Weight 1974.3; Strategy Change = 5.36814e-11
Iteration 1989: Weight 1975.3; Strategy Change = 5.36009e-11
Iteration 1990: Weight 1976.3; Strategy Change = 5.35206e-11
Iteration 1991: Weight 1977.3; Strategy Change = 5.34405e-11
Iteration 1992: Weight 1978.29; Strategy Change = 5.33606e-11
Iteration 1993: Weight 1979.29; Strategy Change = 5.32808e-11
Iteration 1994: Weight 1980.29; Strategy Change = 5.32011e-11
Iteration 1995: Weight 1981.29; Strategy Change = 5.31216e-11
Iteration 1996: Weight 1982.29; Strategy Change = 5.30423e-11
Iteration 1997: Weight 1983.29; Strategy Change = 5.29632e-11
Iteration 1998: Weight 1984.29; Strategy Change = 5.28842e-11
Iteration 1999: Weight 1985.29; Strategy Change = 5.28053e-11
Iteration 2000: Weight 1986.29; Strategy Change = 5.27266e-11
Iteration 2001: Weight 1987.29; Strategy Change = 5.26481e-11
Iteration 2002: Weight 1988.28; Strategy Change = 5.25697e-11
Iteration 2003: Weight 1989.28; Strategy Change = 5.24915e-11
Iteration 2004: Weight 1990.28; Strategy Change = 5.24134e-11
Iteration 2005: Weight 1991.28; Strategy Change = 5.23355e-11
Iteration 2006: Weight 1992.28; Strategy Change = 5.22577e-11
Iteration 2007: Weight 1993.28; Strategy Change = 5.21801e-11
Iteration 2008: Weight 1994.28; Strategy Change = 5.21026e-11
Iteration 2009: Weight 1995.28; Strategy Change = 5.20253e-11
Iteration 2010: Weight 1996.28; Strategy Change = 5.19482e-11
Iteration 2011: Weight 1997.28; Strategy Change = 5.18712e-11
Iteration 2012: Weight 1998.27; Strategy Change = 5.17944e-11
Iteration 2013: Weight 1999.27; Strategy Change = 5.17177e-11
Iteration 2014: Weight 2000.27; Strategy Change = 5.16411e-11
Iteration 2015: Weight 2001.27; Strategy Change = 5.15647e-11
Iteration 2016: Weight 2002.27; Strategy Change = 5.14885e-11
Iteration 2017: Weight 2003.27; Strategy Change = 5.14124e-11
Iteration 2018: Weight 2004.27; Strategy Change = 5.13365e-11
Iteration 2019: Weight 2005.27; Strategy Change = 5.12607e-11
Iteration 2020: Weight 2006.27; Strategy Change = 5.1185e-11
Iteration 2021: Weight 2007.27; Strategy Change = 5.11095e-11
Iteration 2022: Weight 2008.26; Strategy Change = 5.10342e-11
Iteration 2023: Weight 2009.26; Strategy Change = 5.0959e-11
Iteration 2024: Weight 2010.26; Strategy Change = 5.08839e-11
Iteration 2025: Weight 2011.26; Strategy Change = 5.0809e-11
Iteration 2026: Weight 2012.26; Strategy Change = 5.07343e-11
Iteration 2027: Weight 2013.26; Strategy Change = 5.06597e-11
Iteration 2028: Weight 2014.26; Strategy Change = 5.05852e-11
Iteration 2029: Weight 2015.26; Strategy Change = 5.05109e-11
Iteration 2030: Weight 2016.26; Strategy Change = 5.04367e-11
Iteration 2031: Weight 2017.26; Strategy Change = 5.03627e-11
Iteration 2032: Weight 2018.25; Strategy Change = 5.02888e-11
Iteration 2033: Weight 2019.25; Strategy Change = 5.02151e-11
Iteration 2034: Weight 2020.25; Strategy Change = 5.01415e-11
Iteration 2035: Weight 2021.25; Strategy Change = 5.0068e-11
Iteration 2036: Weight 2022.25; Strategy Change = 4.99947e-11
Iteration 2037: Weight 2023.25; Strategy Change = 4.99215e-11
Iteration 2038: Weight 2024.25; Strategy Change = 4.98485e-11
Iteration 2039: Weight 2025.25; Strategy Change = 4.97756e-11
Iteration 2040: Weight 2026.25; Strategy Change = 4.97029e-11
Iteration 2041: Weight 2027.25; Strategy Change = 4.96303e-11
Iteration 2042: Weight 2028.25; Strategy Change = 4.95578e-11
Iteration 2043: Weight 2029.24; Strategy Change = 4.94855e-11
Iteration 2044: Weight 2030.24; Strategy Change = 4.94134e-11
Iteration 2045: Weight 2031.24; Strategy Change = 4.93413e-11
Iteration 2046: Weight 2032.24; Strategy Change = 4.92694e-11
Iteration 2047: Weight 2033.24; Strategy Change = 4.91977e-11
Iteration 2048: Weight 2034.24; Strategy Change = 4.91261e-11
Iteration 2049: Weight 2035.24; Strategy Change = 4.90546e-11
Iteration 2050: Weight 2036.24; Strategy Change = 4.89832e-11
Iteration 2051: Weight 2037.24; Strategy Change = 4.8912e-11
Iteration 2052: Weight 2038.24; Strategy Change = 4.8841e-11
Iteration 2053: Weight 2039.23; Strategy Change = 4.87701e-11
Iteration 2054: Weight 2040.23; Strategy Change = 4.86993e-11
Iteration 2055: Weight 2041.23; Strategy Change = 4.86286e-11
Iteration 2056: Weight 2042.23; Strategy Change = 4.85581e-11
Iteration 2057: Weight 2043.23; Strategy Change = 4.84877e-11
Iteration 2058: Weight 2044.23; Strategy Change = 4.84175e-11
Iteration 2059: Weight 2045.23; Strategy Change = 4.83474e-11
Iteration 2060: Weight 2046.23; Strategy Change = 4.82774e-11
Iteration 2061: Weight 2047.23; Strategy Change = 4.82076e-11
Iteration 2062: Weight 2048.23; Strategy Change = 4.81379e-11
Iteration 2063: Weight 2049.22; Strategy Change = 4.80683e-11
Iteration 2064: Weight 2050.22; Strategy Change = 4.79989e-11
Iteration 2065: Weight 2051.22; Strategy Change = 4.79296e-11
Iteration 2066: Weight 2052.22; Strategy Change = 4.78604e-11
Iteration 2067: Weight 2053.22; Strategy Change = 4.77914e-11
Iteration 2068: Weight 2054.22; Strategy Change = 4.77225e-11
Iteration 2069: Weight 2055.22; Strategy Change = 4.76537e-11
Iteration 2070: Weight 2056.22; Strategy Change = 4.75851e-11
Iteration 2071: Weight 2057.22; Strategy Change = 4.75166e-11
Iteration 2072: Weight 2058.22; Strategy Change = 4.74482e-11
Iteration 2073: Weight 2059.22; Strategy Change = 4.73799e-11
Iteration 2074: Weight 2060.21; Strategy Change = 4.73118e-11
Iteration 2075: Weight 2061.21; Strategy Change = 4.72438e-11
Iteration 2076: Weight 2062.21; Strategy Change = 4.7176e-11
Iteration 2077: Weight 2063.21; Strategy Change = 4.71083e-11
Iteration 2078: Weight 2064.21; Strategy Change = 4.70407e-11
Iteration 2079: Weight 2065.21; Strategy Change = 4.69732e-11
Iteration 2080: Weight 2066.21; Strategy Change = 4.69059e-11
Iteration 2081: Weight 2067.21; Strategy Change = 4.68387e-11
Iteration 2082: Weight 2068.21; Strategy Change = 4.67716e-11
Iteration 2083: Weight 2069.21; Strategy Change = 4.67046e-11
Iteration 2084: Weight 2070.2; Strategy Change = 4.66378e-11
Iteration 2085: Weight 2071.2; Strategy Change = 4.65711e-11
Iteration 2086: Weight 2072.2; Strategy Change = 4.65046e-11
Iteration 2087: Weight 2073.2; Strategy Change = 4.64381e-11
Iteration 2088: Weight 2074.2; Strategy Change = 4.63718e-11
Iteration 2089: Weight 2075.2; Strategy Change = 4.63056e-11
Iteration 2090: Weight 2076.2; Strategy Change = 4.62395e-11
Iteration 2091: Weight 2077.2; Strategy Change = 4.61736e-11
Iteration 2092: Weight 2078.2; Strategy Change = 4.61078e-11
Iteration 2093: Weight 2079.2; Strategy Change = 4.60421e-11
Iteration 2094: Weight 2080.19; Strategy Change = 4.59765e-11
Iteration 2095: Weight 2081.19; Strategy Change = 4.59111e-11
Iteration 2096: Weight 2082.19; Strategy Change = 4.58458e-11
Iteration 2097: Weight 2083.19; Strategy Change = 4.57806e-11
Iteration 2098: Weight 2084.19; Strategy Change = 4.57155e-11
Iteration 2099: Weight 2085.19; Strategy Change = 4.56506e-11
Iteration 2100: Weight 2086.19; Strategy Change = 4.55858e-11
Iteration 2101: Weight 2087.19; Strategy Change = 4.55211e-11
Iteration 2102: Weight 2088.19; Strategy Change = 4.54565e-11
Iteration 2103: Weight 2089.19; Strategy Change = 4.5392e-11
Iteration 2104: Weight 2090.19; Strategy Change = 4.53277e-11
Iteration 2105: Weight 2091.18; Strategy Change = 4.52635e-11
Iteration 2106: Weight 2092.18; Strategy Change = 4.51994e-11
Iteration 2107: Weight 2093.18; Strategy Change = 4.51354e-11
Iteration 2108: Weight 2094.18; Strategy Change = 4.50716e-11
Iteration 2109: Weight 2095.18; Strategy Change = 4.50078e-11
Iteration 2110: Weight 2096.18; Strategy Change = 4.49442e-11
Iteration 2111: Weight 2097.18; Strategy Change = 4.48807e-11
Iteration 2112: Weight 2098.18; Strategy Change = 4.48174e-11
Iteration 2113: Weight 2099.18; Strategy Change = 4.47541e-11
Iteration 2114: Weight 2100.18; Strategy Change = 4.4691e-11
Iteration 2115: Weight 2101.17; Strategy Change = 4.4628e-11
Iteration 2116: Weight 2102.17; Strategy Change = 4.45651e-11
Iteration 2117: Weight 2103.17; Strategy Change = 4.45023e-11
Iteration 2118: Weight 2104.17; Strategy Change = 4.44396e-11
Iteration 2119: Weight 2105.17; Strategy Change = 4.43771e-11
Iteration 2120: Weight 2106.17; Strategy Change = 4.43147e-11
Iteration 2121: Weight 2107.17; Strategy Change = 4.42524e-11
Iteration 2122: Weight 2108.17; Strategy Change = 4.41902e-11
Iteration 2123: Weight 2109.17; Strategy Change = 4.41281e-11
Iteration 2124: Weight 2110.17; Strategy Change = 4.40662e-11
Iteration 2125: Weight 2111.17; Strategy Change = 4.40043e-11
Iteration 2126: Weight 2112.16; Strategy Change = 4.39426e-11
Iteration 2127: Weight 2113.16; Strategy Change = 4.3881e-11
Iteration 2128: Weight 2114.16; Strategy Change = 4.38195e-11
Iteration 2129: Weight 2115.16; Strategy Change = 4.37581e-11
Iteration 2130: Weight 2116.16; Strategy Change = 4.36968e-11
Iteration 2131: Weight 2117.16; Strategy Change = 4.36357e-11
Iteration 2132: Weight 2118.16; Strategy Change = 4.35746e-11
Iteration 2133: Weight 2119.16; Strategy Change = 4.35137e-11
Iteration 2134: Weight 2120.16; Strategy Change = 4.34529e-11
Iteration 2135: Weight 2121.16; Strategy Change = 4.33922e-11
Iteration 2136: Weight 2122.16; Strategy Change = 4.33316e-11
Iteration 2137: Weight 2123.15; Strategy Change = 4.32711e-11
Iteration 2138: Weight 2124.15; Strategy Change = 4.32108e-11
Iteration 2139: Weight 2125.15; Strategy Change = 4.31505e-11
Iteration 2140: Weight 2126.15; Strategy Change = 4.30904e-11
Iteration 2141: Weight 2127.15; Strategy Change = 4.30304e-11
Iteration 2142: Weight 2128.15; Strategy Change = 4.29704e-11
Iteration 2143: Weight 2129.15; Strategy Change = 4.29106e-11
Iteration 2144: Weight 2130.15; Strategy Change = 4.2851e-11
Iteration 2145: Weight 2131.15; Strategy Change = 4.27914e-11
Iteration 2146: Weight 2132.15; Strategy Change = 4.27319e-11
Iteration 2147: Weight 2133.14; Strategy Change = 4.26725e-11
Iteration 2148: Weight 2134.14; Strategy Change = 4.26133e-11
Iteration 2149: Weight 2135.14; Strategy Change = 4.25541e-11
Iteration 2150: Weight 2136.14; Strategy Change = 4.24951e-11
Iteration 2151: Weight 2137.14; Strategy Change = 4.24362e-11
Iteration 2152: Weight 2138.14; Strategy Change = 4.23774e-11
Iteration 2153: Weight 2139.14; Strategy Change = 4.23187e-11
Iteration 2154: Weight 2140.14; Strategy Change = 4.22601e-11
Iteration 2155: Weight 2141.14; Strategy Change = 4.22016e-11
Iteration 2156: Weight 2142.14; Strategy Change = 4.21432e-11
Iteration 2157: Weight 2143.14; Strategy Change = 4.20849e-11
Iteration 2158: Weight 2144.13; Strategy Change = 4.20267e-11
Iteration 2159: Weight 2145.13; Strategy Change = 4.19687e-11
Iteration 2160: Weight 2146.13; Strategy Change = 4.19107e-11
Iteration 2161: Weight 2147.13; Strategy Change = 4.18529e-11
Iteration 2162: Weight 2148.13; Strategy Change = 4.17951e-11
Iteration 2163: Weight 2149.13; Strategy Change = 4.17375e-11
Iteration 2164: Weight 2150.13; Strategy Change = 4.168e-11
Iteration 2165: Weight 2151.13; Strategy Change = 4.16226e-11
Iteration 2166: Weight 2152.13; Strategy Change = 4.15652e-11
Iteration 2167: Weight 2153.13; Strategy Change = 4.1508e-11
Iteration 2168: Weight 2154.13; Strategy Change = 4.14509e-11
Iteration 2169: Weight 2155.12; Strategy Change = 4.13939e-11
Iteration 2170: Weight 2156.12; Strategy Change = 4.1337e-11
Iteration 2171: Weight 2157.12; Strategy Change = 4.12802e-11
Iteration 2172: Weight 2158.12; Strategy Change = 4.12235e-11
Iteration 2173: Weight 2159.12; Strategy Change = 4.11669e-11
Iteration 2174: Weight 2160.12; Strategy Change = 4.11105e-11
Iteration 2175: Weight 2161.12; Strategy Change = 4.10541e-11
Iteration 2176: Weight 2162.12; Strategy Change = 4.09978e-11
Iteration 2177: Weight 2163.12; Strategy Change = 4.09416e-11
Iteration 2178: Weight 2164.12; Strategy Change = 4.08856e-11
Iteration 2179: Weight 2165.12; Strategy Change = 4.08296e-11
Iteration 2180: Weight 2166.11; Strategy Change = 4.07737e-11
Iteration 2181: Weight 2167.11; Strategy Change = 4.07179e-11
Iteration 2182: Weight 2168.11; Strategy Change = 4.06623e-11
Iteration 2183: Weight 2169.11; Strategy Change = 4.06067e-11
Iteration 2184: Weight 2170.11; Strategy Change = 4.05513e-11
Iteration 2185: Weight 2171.11; Strategy Change = 4.04959e-11
Iteration 2186: Weight 2172.11; Strategy Change = 4.04406e-11
Iteration 2187: Weight 2173.11; Strategy Change = 4.03855e-11
Iteration 2188: Weight 2174.11; Strategy Change = 4.03304e-11
Iteration 2189: Weight 2175.11; Strategy Change = 4.02755e-11
Iteration 2190: Weight 2176.11; Strategy Change = 4.02206e-11
Iteration 2191: Weight 2177.1; Strategy Change = 4.01658e-11
Iteration 2192: Weight 2178.1; Strategy Change = 4.01112e-11
Iteration 2193: Weight 2179.1; Strategy Change = 4.00566e-11
Iteration 2194: Weight 2180.1; Strategy Change = 4.00021e-11
Iteration 2195: Weight 2181.1; Strategy Change = 3.99478e-11
Iteration 2196: Weight 2182.1; Strategy Change = 3.98935e-11
Iteration 2197: Weight 2183.1; Strategy Change = 3.98393e-11
Iteration 2198: Weight 2184.1; Strategy Change = 3.97853e-11
Iteration 2199: Weight 2185.1; Strategy Change = 3.97313e-11
Iteration 2200: Weight 2186.1; Strategy Change = 3.96774e-11
Iteration 2201: Weight 2187.1; Strategy Change = 3.96236e-11
Iteration 2202: Weight 2188.09; Strategy Change = 3.957e-11
Iteration 2203: Weight 2189.09; Strategy Change = 3.95164e-11
Iteration 2204: Weight 2190.09; Strategy Change = 3.94629e-11
Iteration 2205: Weight 2191.09; Strategy Change = 3.94095e-11
Iteration 2206: Weight 2192.09; Strategy Change = 3.93562e-11
Iteration 2207: Weight 2193.09; Strategy Change = 3.9303e-11
Iteration 2208: Weight 2194.09; Strategy Change = 3.92499e-11
Iteration 2209: Weight 2195.09; Strategy Change = 3.91969e-11
Iteration 2210: Weight 2196.09; Strategy Change = 3.9144e-11
Iteration 2211: Weight 2197.09; Strategy Change = 3.90912e-11
Iteration 2212: Weight 2198.09; Strategy Change = 3.90384e-11
Iteration 2213: Weight 2199.08; Strategy Change = 3.89858e-11
Iteration 2214: Weight 2200.08; Strategy Change = 3.89333e-11
Iteration 2215: Weight 2201.08; Strategy Change = 3.88808e-11
Iteration 2216: Weight 2202.08; Strategy Change = 3.88285e-11
Iteration 2217: Weight 2203.08; Strategy Change = 3.87762e-11
Iteration 2218: Weight 2204.08; Strategy Change = 3.87241e-11
Iteration 2219: Weight 2205.08; Strategy Change = 3.8672e-11
Iteration 2220: Weight 2206.08; Strategy Change = 3.862e-11
Iteration 2221: Weight 2207.08; Strategy Change = 3.85682e-11
Iteration 2222: Weight 2208.08; Strategy Change = 3.85164e-11
Iteration 2223: Weight 2209.08; Strategy Change = 3.84647e-11
Iteration 2224: Weight 2210.07; Strategy Change = 3.84131e-11
Iteration 2225: Weight 2211.07; Strategy Change = 3.83616e-11
Iteration 2226: Weight 2212.07; Strategy Change = 3.83101e-11
Iteration 2227: Weight 2213.07; Strategy Change = 3.82588e-11
Iteration 2228: Weight 2214.07; Strategy Change = 3.82076e-11
Iteration 2229: Weight 2215.07; Strategy Change = 3.81564e-11
Iteration 2230: Weight 2216.07; Strategy Change = 3.81054e-11
Iteration 2231: Weight 2217.07; Strategy Change = 3.80544e-11
Iteration 2232: Weight 2218.07; Strategy Change = 3.80036e-11
Iteration 2233: Weight 2219.07; Strategy Change = 3.79528e-11
Iteration 2234: Weight 2220.07; Strategy Change = 3.79021e-11
Iteration 2235: Weight 2221.06; Strategy Change = 3.78515e-11
Iteration 2236: Weight 2222.06; Strategy Change = 3.7801e-11
Iteration 2237: Weight 2223.06; Strategy Change = 3.77506e-11
Iteration 2238: Weight 2224.06; Strategy Change = 3.77002e-11
Iteration 2239: Weight 2225.06; Strategy Change = 3.765e-11
Iteration 2240: Weight 2226.06; Strategy Change = 3.75998e-11
Iteration 2241: Weight 2227.06; Strategy Change = 3.75498e-11
